search_id,street_no,street_dir,street,street_typ,unit_no,zip,results_num,possible_matches_num
3063,820,NW,12TH,AVE,312,97209,70,2
3064,1900,SW,RIVER,DR,TH104,97201,68,0
3065,2438,SW,5TH,AVE,,97201,1,1
3066,3051,N,HOUGHTON,ST,,97217,2,2
3067,19159,SE,YAMHILL,ST,#15,97233,4,0
3068,6558,SE,63rd,AVE,,97206,1,1
3069,4214,NE,13TH,AVE,,97211,0,0
3070,1529,SE,HAWTHORNE,BLVD,202,97214,15,1
3071,3023,SE,Acacia,,,97080,1,1
3072,812,NW,1st,,,97030,1,1
3073,1538,SE,71st,,,97215,1,1
3074,1900,SW,RIVER,DR,TH110,97201,68,0
3075,17177,SE,ALDER,ST,,97233,1,1
3076,2351,NW,WESTOVER,RD,603,97210,112,1
3077,2065,NW,VILLAGE,CIR,,97229,1,1
3078,1811,NW,Couch,,408,97209,57,1
3079,13404,SE,HAROLD,ST,6,97236,2,1
3080,836,SW,CURRY,ST,1000,97239,91,1
3081,533,NE,HOLLADAY,ST,508,97232,63,1
3082,2425,SW,19TH,AVE,11,97201,14,3
3083,217,NE,146TH,AVE,14,97230,46,1
3084,1926,W,BURNSIDE,ST,809,97209,265,1
3085,1500,SW,11TH,AVE,707,97201,146,1
3086,1255,NW,9TH,AVE,1001,97209,194,1
3087,1255,NW,9TH,AVE,616,97209,194,1
3088,16833,SE,POWELL VALLEY,RD,,97236,0,0
3089,1837,SW,ELM,ST,5,97201,5,1
3090,16000,SE,POWELL,BLVD,46,97236,158,1
3091,1255,NW,9TH,AVE,308,97209,194,1
3092,11960,SE,Bush,ST,B,97266,5,1
3093,21100,NE,SANDY,BLVD,44,97024,258,0
3094,1920,SW,RIVER,DR,J1005,97201,83,0
3095,9451,NE,3RD,DR,,97211,3,0
3096,5031,NE,29TH,AVE,,97211,2,2
3097,9215,N,MACRUM,AVE,,97203,0,0
3098,1221,SW,10TH,AVE,1805,97205,228,1
3099,5620,SW,RIVERSIDE,LN,#3,97239,19,0
3100,841,SW,GAINES,ST,1204,97239,220,1
3101,3601,SW,RIVER,PKWY,2703,97239,314,1
3102,6640,SW,Corbett,AVE,,97239,1,1
3103,1931,SW,14TH,AVE,3,97201,5,1
3104,1136,SW,3rd,AVE,,97204,9,9
3105,23926,NW,ST. HELENS,RD,L12,97231,2,0
3106,8333,SE,23RD D,AVE,D,97202,0,0
3107,1025,NW,COUCH,ST,1110,97209,136,1
3108,915,SE,35TH,AVE,406,97214,28,1
3109,6511,NW,SAINT HELENS,RD,,97210,1,0
3110,2620,SE,POWELL,BLVD,,97202,7,6
3111,2801,SE,122ND,AVE,,97236,17,16
3112,4430,SW,Selling,CT,,97221,1,1
3113,937,NW,GLISAN,ST,1531,97209,131,1
3114,255,SW,Harrison,ST,22G,97201,222,1
3115,1410,NW,KEARNEY,ST,612,97209,130,1
3116,10124,NW,BRIGHTON,LN,,97229,1,1
3117,155,,OSWEGO SMT,,,97035,0,0
3118,841,SW,Gaines,ST,802,97239,220,1
3119,628,NE,KNOTT,ST,9,97212,2,2
3120,9333,N,LOMBARD,ST,12,97203,31,1
3121,2109,NW,IRVING,ST,,97210,56,56
3122,12625,SE,DIVISION,ST,A,97236,3,1
3123,2141,NW,DAVIS,ST,104,97210,22,1
3124,2045,N,Jantzen,AVE,,97217,3,3
3125,1500,SW,PARK,AVE,218,97201,136,1
3126,2211,NE,17th,ST,,97212,1,0
3127,4320,SW,CORBETT,AVE,211,97239,58,1
3128,7227,SE,FLAVEL,ST,#46,97206,76,0
3129,409,NE,126TH,AVE,,97230,0,0
3130,3601,SW,RIVER,PKWY,2310,97239,314,1
3131,707,N,HAYDEN ISLAND,DR,413,97217,90,0
3132,2351,NW,WESTOVER,RD,309,97210,112,1
3133,11127,NE,SCHUYLER,ST,,97220,2,2
3134,2006,SE,Morrison,ST,E,97214,8,1
3135,7646,N,WILLAMETTE,BLVD,,97203,1,1
3136,1400,NW,IRVING,ST,103,97209,192,1
3137,937,NW,GLISAN,ST,1435C,97209,131,0
3138,1220,NE,17TH,AVE,14C,97232,92,1
3139,1930,SW,RIVER DR W402,DR,402,97201,0,0
3140,2005,SE,Market,ST,,97214,1,1
3141,1920,SW,RIVER,DR,802,97201,83,1
3142,880,SW,SUNSET,WAY,,97060,3,3
3143,618,NW,12th,AVE,211,97209,59,1
3144,921,NE,68TH,AVE,,97213,2,2
3145,3601,SW,River,PKWY,319,97239,314,1
3146,255,SW,HARRISON,ST,23F,97201,222,3
3147,8822,N,DRUMMOND,AVE,,97217,0,0
3148,2351,NW,WESTOVER,RD,405,97210,112,1
3149,2323,SW,Park,PL,406,97205,1,0
3150,1930,SW,RIVER,DR,W406,97201,72,1
3151,5623,SE,68th,,,97206,2,2
3152,3570,SW,RIVER,PKWY,2101,97239,151,1
3153,2366,N,MENZIES,CT,,97217,2,2
3154,135,SE,73RD,AVE,,97215,2,1
3155,937,NW,GLISAN,ST,831E,97209,131,0
3156,1926,W,BURNSIDE,ST,213,97209,265,1
3157,1829,NW,LOVEJOY,ST,108,97209,69,1
3158,92,,GREENRIDGE,CT,92,97035,0,0
3159,2648,NE,201ST,AVE,31,97024,77,2
3160,12825,SE,STARK,ST,,97233,1,1
3161,255,SW,HARRISON,ST,23A,97201,222,1
3162,1425,NW,22ND,AVE,4,97210,2,1
3163,11622,N,Island Cove,LN,,97217,4,4
3164,1926,W,Burnside,,1416,97209,265,1
3165,2768,SE,87TH,AVE,C,97266,6,1
3166,4804,SE,KNAPP,ST,,97206,0,0
3167,21277,,OSBURN,LOOP,,97024,0,0
3168,5431,SE,17TH,AVE,,97202,1,1
3169,929,NW,FLANDERS,ST,,97209,4,4
3170,305,SW,MONTGOMERY,ST,306,97201,37,1
3171,7517,SW,Capitol,,,97219,2,2
3172,15139,NE,ROSE,PKWY,,97230,1,1
3173,3601,SW,RIVER,PKWY,712,97239,314,1
3174,3601,SW,RIVER,PKWY,411,97239,314,1
3175,20,NW,16TH,AVE,208,97209,73,1
3176,1455,N,Killingsworth,ST,319,97217,68,1
3177,2083,NW,JOHNSON,ST,52,97209,43,2
3178,6500,N,MICHIGAN  1,AVE,1,97217,0,0
3179,2525,N,KILLINGSWORTH,ST,206,97217,30,1
3180,2393,SW,PARK,PL,305,97205,36,1
3181,949,NW,OVERTON,ST,1513,97209,184,1
3182,1535,SW,Clay,ST,201,97201,67,1
3183,1422,NE,HOGAN,DR,,97030,1,1
3184,1500,SW,PARK,AVE,424,97201,136,1
3185,429,N,BRIDGETON,RD,7,97217,71,9
3186,103,NE,MORRIS,ST,,97212,0,0
3187,4110,SE,MALL,ST,,97202,0,0
3188,19165,SE,YAMHILL,ST,8,97233,4,1
3189,525,,CEDAR,ST,,97024,0,0
3190,14977,SE,GRANT,CT,,97233,1,1
3191,4956,NE,9TH,AVE,4,97211,20,2
3192,1930,SW,RIVER,DR,306,97201,72,1
3193,841,SW,GAINES,ST,443,97239,220,1
3194,2503,SW,BEAVERTON HILLSDALE,HWY,,97239,1,1
3195,13439,SE,FOSTER,,,97236,2,2
3196,168,N,HAYDEN BAY,DR,,97217,1,1
3197,225,SE,126TH,AVE,2,97233,10,1
3198,9715,SE,HOLGATE,BLVD,,97266,0,0
3199,900,NE,FRANCIS,AVE,69,97030,165,2
3200,7501,N,EDGEWATER,AVE,,97203,1,0
3201,2817,NE,RENE,AVE,23B,97030,1,0
3202,1920,SW,RIVER,DR,E-901,97201,83,0
3203,5223,SE,39TH,AVE,,97202,1,1
3204,220,NE,VILLAGE SQUIRE,AVE,7,97030,16,1
3205,3911,NE,"Killingsworth, 4",ST,4,97211,0,0
3206,11650,N,Island Cove,,A&B,97217,3,0
3207,3433,SW,MCNARY,PKWY,209,97035,0,0
3208,9234,SE,DIVISION,ST,113,97266,14,1
3209,4616,NE,105TH,AVE,,97220,2,2
3210,3317,SE,122ND,AVE,14,97236,19,1
3211,1209,SW,6TH,AVE,701,97204,53,1
3212,10,NE,FARGO,ST,2,97212,6,2
3213,1526,NW,24TH,AVE,9,97210,1,1
3214,7055,SE,CLINTON,ST,,97206,1,1
3215,1829,NW,LOVEJOY,ST,513,97209,69,1
3216,1920,SW,River,DR,L 807,97201,83,0
3217,1926,W,BURNSIDE,ST,1202,97209,265,1
3218,1221,SW,10TH,AVE,1212,97205,228,1
3219,2531,SE,119TH,AVE,4,97266,1,1
3220,5429,SE,17TH,AVE,,97202,1,1
3221,2738,SE,138TH,AVE,118,97236,2,1
3222,1420,NW,LOVEJOY,ST,607,97209,205,1
3223,1001,NW,LOVEJOY,ST,809,97209,129,1
3224,3601,SW,River,PKWY,1514,97239,314,1
3225,3658,SW,BAIRD,ST,,97219,2,2
3226,1133,NW,11TH,AVE,101,97209,66,1
3227,411,NW,FLANDERS,ST,412,97209,65,1
3228,225,NW,18TH,AVE,,97209,1,1
3229,2120,NE,HALSEY,ST,29,97232,4,1
3230,2846,SE,50TH,AVE,4,97206,2,1
3231,3601,SW,RIVER,PKWY,1002,97239,314,1
3232,935,SE,LEXINGTON,ST,,97202,0,0
3233,1620,NE,BROADWAY,ST,528,97232,91,0
3234,734,SW,CRESTVIEW,WAY,58,97060,1,1
3235,1920,SW,River Dr. The Strand,DR,G 803,97201,0,0
3236,14988,SE,CARUTHERS,CT,,97233,1,1
3237,225,SE,126TH,AVE,5,97233,10,1
3238,3519,N,ALBINA,AVE,,97227,1,1
3239,12442,N,WESTSHORE,DR,,97217,0,0
3240,173,NE,Bridgeton,,22,97211,96,8
3241,8013,SE,MORRISON,ST,#3,97215,2,0
3242,710,NW,NAITO,PKWY,C-1,97209,21,0
3243,1207,SE,56th,AVE,,97215,1,1
3244,3601,SW,RIVER,PKWY,2510,97239,314,1
3245,1255,NW,9TH,AVE,1205,97209,194,1
3246,3101,SW,1ST,AVE,,97201,18,17
3247,4338,NE,34TH,,,97211,1,1
3248,1926,W,Burnside,,310,97209,265,1
3249,416,NW,13TH,AVE,,97209,96,88
3250,930,NW,NAITO,PKWY,K-11,97209,28,1
3251,5735,SE,136TH,AVE,,97236,1,1
3252,1500,SW,5TH,AVE,803,97201,160,1
3253,232,NW,UPTOWN,TER,2B,97210,6,1
3254,11913,SE,ASH,ST,11,97216,1,1
3255,1500,SW,11TH,AVE,#1501,97201,146,0
3256,1900,SW,RIVER-THE STRAND,DR,DM904,97201,0,0
3257,12900,N,IMAGE CANOE,AVE,,97217,3,3
3258,221,N,Bridgeton,,,97217,7,7
3259,8611,N,WILLAMETTE  2,BLVD,2,97203,0,0
3260,2530,NW,MILLER,RD,#23,97229,1,0
3261,2438,NW,MILLER,RD,13,97229,1,1
3262,3320,SE,87TH,AVE,,97266,8,8
3263,920,NW,NAITO,PKWY,J10,97209,24,0
3264,3601,SW,RIVER,PKWY,1208,97239,314,1
3265,20140,NE,SANDY,BLVD,104,97024,212,0
3266,15510,NE,KNOTT,ST,19,97230,28,1
3267,2440,SW,5TH,AVE,,97201,1,1
3268,4502,SW,11TH,ST,,97080,1,1
3269,1258,NW,SHATTUCK,WAY,306,97030,31,1
3270,5817,SE,Gladstone,ST,,97206,1,1
3271,6,,MORNINGVIEW,CIR,,97035,0,0
3272,2221,SW,1ST,AVE,1525,97201,153,1
3273,855,SW,Palatine Hill,RD,,97219,1,1
3274,8349,SW,24TH,AVE,8,97219,2,0
3275,1111,SW,COMUS,ST,,97219,1,1
3276,15025,NE,SACRAMENTO,ST,58,97230,6,1
3277,6118,NE,MILTON,ST,,97213,2,2
3278,2350,NW,SAVIER,ST,B230,97210,76,1
3279,703,SE,46TH,AVE,,97215,2,1
3280,166,,OSWEGO SMT,,166,97035,0,0
3281,1920,SW,River Dr. The Strand,DR,F 302,97201,0,0
3282,1025,NW,COUCH,ST,1413,97209,136,1
3283,2359,SW,CEDAR,ST,10,97205,15,1
3284,10,N,WYGANT,ST,,97217,2,1
3285,1900,SW,RIVER-THE STRAND,DR,C2903,97201,0,0
3286,2323,SW,PARK,PL,904,97205,1,0
3287,2076,NW,JOHNSON,ST,305,97209,15,1
3288,1680,NW,RIVERSCAPE,ST,,97209,1,0
3289,3570,SW,RIVER,PKWY,1909,97239,151,1
3290,1205,SW,CARDINELL,DR,703,97201,61,1
3291,949,NW,OVERTON,,101,97209,184,7
3292,2015,NW,FLANDERS,ST,211,97209,72,1
3293,2141,NW,DAVIS,ST,101,97210,22,1
3294,217,NE,146TH,AVE,1,97230,46,11
3295,1306,NE,HOGAN,DR,,97030,1,1
3296,3570,SW,RIVER,PKWY,1001,97239,151,1
3297,3601,SW,RIVER,PKWY,1706,97239,314,1
3298,949,NW,OVERTON,ST,601,97209,184,1
3299,9739,N,PORTSMOUTH,AVE,,97203,0,0
3300,311,NW,12TH,AVE,1304,97209,63,1
3301,2418,N,Webster,,,97217,1,1
3302,607,NW,24th,AVE,7,97210,1,0
3303,712,SE,33RD AVENUE,,,97214,0,0
3304,1526,NE,24TH,AVE,106,97232,21,1
3305,1410,NW,KEARNEY,ST,1027,97209,130,2
3306,4329,SE,79TH,AVE,,97206,2,2
3307,3601,SW,RIVER,PKWY,710,97239,314,1
3308,1783,N,Jantzen,AVE,,97217,4,4
3309,47,,EAGLE CREST,DR,55,97035,0,0
3310,23200,NE,SANDY,BLVD,54,97060,191,0
3311,1323,SE,37TH,AVE,1,97214,2,1
3312,820,NW,NAITO,PKWY,G-11,97209,13,1
3313,1503,N,HAYDEN ISLAND,DR,#240,97217,375,0
3314,7926,SW,31ST,AVE,6,97219,3,1
3315,9305,SW,12TH,DR,,97219,2,2
3316,1813,N,Jantzen,AVE,,97217,8,8
3317,1221,SW,10TH,AVE,406,97205,228,1
3318,841,SW,Gaines,ST,403,97239,220,1
3319,7040,NE,GARFIELD,ST,,97211,1,0
3320,4722,SE,4th,TER,,97080,1,1
3321,6216,N,ASTOR,ST,,97203,0,0
3322,18525,NE,MARINE,DR,D-6,97230,136,0
3323,127,NE,3RD,ST,,97030,4,4
3324,11526,SE,Morrison,,,97216,1,1
3325,2049,NW,Overton,ST,8,97209,10,0
3326,3601,SW,River,PKWY,2014,97239,314,1
3327,1811,NW,COUCH,ST,106,97209,57,1
3328,7339,SE,46,AVE,,97206,1,0
3329,1503,N,HAYDEN ISLAND,DR,240,97217,375,0
3330,2527,NW,WESTOVER,RD,,97210,2,1
3331,11965,SE,Holgate,BLVD,,97266,1,1
3332,3328,SW,BARBUR,BLVD,3,97239,7,1
3333,1930,SW,RIVER-THE STRAND,DR,405,97201,0,0
3334,3433,,MCNARY,PKWY,104,97035,0,0
3335,937,NW,Glisan,ST,334 H,97209,131,0
3336,111,SW,HARRISON,ST,22A,97201,170,2
3337,10256,NW,EDGEWOOD,DR,13,97229,1,1
3338,16823,SE,POWELL,BLVD,,97236,1,1
3339,1949,SE,PALMQUIST,RD,55,97080,245,1
3340,3236,SE,87TH,AVE,,97266,0,0
3341,1205,SW,CARDINELL,DR,409,97201,61,1
3342,105,NE,TILLAMOOK,ST,105,97212,1,0
3343,9234,SE,DIVISION,ST,112,97266,14,1
3344,20,SE,172ND,AVE,,97233,24,24
3345,300,NW,8TH,AVE,503,97209,74,1
3346,2696,SE,19th,ST,LOT#6,97080,1,0
3347,333,NW,9TH,AVE,1501,97209,185,1
3348,6618,SE,Powell,BLVD,,97206,8,8
3349,841,SW,GAINES,ST,229,97239,220,1
3350,708,N,TOMAHAWK ISLAND,DR,,97217,1,0
3351,949,NW,OVERTON,,1012,97209,184,1
3352,3601,SW,River,PKWY,331,97239,314,1
3353,2448,NW,Westover,,E502,97210,10,0
3354,2309,SW,1ST,AVE,342,97201,114,1
3355,2929,NE,Marine Drive,DR,#324,97211,0,0
3356,1134,SW,JEFFERSON,ST,409,97201,50,1
3357,531,N,Bridgeton,RD,#7,97217,29,0
3358,244,SE,HARLOW,AVE,,97060,1,0
3359,2328,NW,GLISAN,ST,4,97210,12,1
3360,4280,SW,Corbett,AVE,105,97239,24,1
3361,3601,SW,River,PKWY,2612,97239,314,1
3362,730,NW,WESTOVER,CIR,,97210,1,1
3363,5918,NE,22nd,AVE,,97211,1,1
3364,14565,NW,Larson,RD,,97231,4,4
3365,1255,NW,9TH,AVE,1206,97209,194,1
3366,2286,SW,29TH,ST,,97060,1,1
3367,2203,NE,17th,ST,,97212,1,0
3368,14835,NE,SACRAMENTO,ST,111,97230,4,1
3369,21124,,OSBURN,LOOP,,97024,0,0
3370,3013,SE,WAVERLEIGH,BLVD,#3,97202,12,0
3371,203,SW,PALATER,RD,,97219,1,1
3372,1500,SW,11TH,AVE,2105,97201,146,1
3373,1221,SW,10TH,AVE,1104,97205,228,1
3374,1033,SW,GIBBS 105,ST,105,97239,0,0
3375,7910,SW,31st Unit 201,AVE,201,97219,0,0
3376,709,SW,16TH,AVE,110,97205,56,1
3377,949,NW,OVERTON,ST,1208,97209,184,1
3378,1234,SW,18th,AVE,508,97205,52,1
3379,1030,NW,JOHNSON,ST,201,97209,68,1
3380,7035,N,Borthwick,,,97217,1,1
3381,1819,N,Jantzen Slip,AVE,,97217,0,0
3382,12246,SE,Kelly,ST,,97236,1,1
3383,5433,SE,Woodstock,BLVD,,97206,2,2
3384,837,SW,PALATINE HILL,RD,,97219,1,1
3385,200,SW,FLORENCE,AVE,H6,97080,135,1
3386,930,NW,NAITO,PKWY,K17,97209,28,0
3387,12506,SE,STARK,ST,A,97233,8,1
3388,1400,NW,IRVING,ST,319,97209,192,1
3389,2393,SW,PARK,PL,106,97205,36,1
3390,635,SW,SUNSET,WAY,41,97060,2,2
3391,1920,SW,River Dr.,DR,702,97201,0,0
3392,111,SW,Harrison,ST,3B,97201,170,1
3393,8012,N,BURLINGTON,AVE,,97203,1,1
3394,11960,SE,BUSH,ST,B,97266,5,1
3395,196,SE,SPOKANE,ST,403,97202,40,1
3396,2142,NW,29TH,AVE,,97210,5,4
3397,2840,NE,BLOSSOM HILL 188H,RD,188-H,97024,0,0
3398,4926,SW,CORBETT,AVE,406,97239,37,1
3399,311,NW,12TH,AVE,605,97209,63,1
3400,3651,SE,MALDEN,ST,,97202,0,0
3401,2442,NW,WESTOVER,RD,302,97210,9,0
3402,7521,N,LEAVITT,AVE,,97203,1,1
3403,3601,SW,RIVER,PKWY,1806,97239,314,1
3404,1920,SW,River Dr. The Strand,DR,G 503,97201,0,0
3405,5606,SW,RIVERSIDE,LN,6,97239,6,1
3406,1125,NW,9TH,AVE,528,97209,153,1
3407,1501,N,HAYDEN ISLAND,DR,#100,97217,220,0
3408,1900,SW,River Dr. The Strand,DR,P 201,97201,0,0
3409,2365,NW,NORTHRUP,ST,H,97210,5,1
3410,1920,SW,RIVER,DR,E1101,97201,83,1
3411,2542,NW,1ST LOT 71,DR,71,97030,0,0
3412,3601,SW,River,PKWY,425,97239,314,1
3413,14945,NE,SACRAMENTO,ST,32,97230,8,1
3414,15715,NE,BEECH,ST,4E,97230,8,1
3415,1830,NW,RIVERSCAPE,ST,307 E,97209,79,0
3416,1030,NW,12th Ave. 434,,434,97209,0,0
3417,1503,N,HAYDEN ISLAND,DR,98,97217,375,0
3418,2306,NW,EDGEWOOD,PL,,97229,1,1
3419,1019,NE,68TH,AVE,1019,97213,2,1
3420,838,SE,38th,AVE,310,97214,28,1
3421,14905,NE,SACRAMENTO,ST,2,97230,8,1
3422,1205,SW,CARDINELL,DR,305,97201,61,1
3423,5212,NE,28TH,AVE,,97211,0,0
3424,5133,SW,Shattuck,RD,15,97221,2,1
3425,2803,NE,11th,AVE,,97212,1,1
3426,313,SE,162ND,AVE,202,97233,1,1
3427,515,NE,ASHLEY,ST,,97211,0,0
3428,110,N,HAYDEN BAY,DR,Bld-C,97217,1,0
3429,1926,W,Burnside,,1201,97209,265,1
3430,9149,SE,ANKENY,ST,,97216,0,0
3431,6621,N,COLUMBIA,WAY,2,97203,8,1
3432,2700,SE,138TH,AVE,9,97236,10,1
3433,922,NW,11TH,AVE,715,97209,140,1
3434,10519,NW,SAINT HELENS,RD,,97231,2,0
3435,3601,SW,RIVER,PKWY,1110,97239,314,1
3436,3601,SW,RIVER,PKWY,1116,97239,314,1
3437,2076,NW,JOHNSON,ST,304,97209,15,1
3438,911,NE,68TH,AVE,911,97213,3,1
3439,3022,SW,CARSON,ST,,97219,1,1
3440,5858,SW,RIVERIDGE,LN,31,97239,36,1
3441,1025,NW,COUCH,ST,1121,97209,136,1
3442,2151,NE,Liberty,AVE,,97030,1,1
3443,1503,N,HAYDEN ISLAND,DR,#6,97217,375,0
3444,6810,NE,HANCOCK,ST,,97213,1,1
3445,1420,NW,LOVEJOY,ST,205,97209,205,1
3446,1250,NE,HOGAN,DR,,97030,1,1
3447,319,NE,BRYANT,ST,,97211,2,2
3448,1900,SW,RIVER,DR,TH109,97201,68,0
3449,2,,MORNINGVIEW,CIR,,97035,0,0
3450,1930,SW,RIVER,DR,702,97201,72,1
3451,841,SW,GAINES,ST,1104,97239,220,1
3452,27225,NW,SAINT HELENS,RD,,97056,1,0
3453,1920,SW,RIVER E702,DR,702,97201,0,0
3454,841,SW,GAINES,ST,413,97239,220,1
3455,9230,SE,DIVISION,ST,207,97266,9,1
3456,6922,N,Tyler,AVE,,97203,1,1
3457,1900,SW,RIVER,DR,C2503,97201,68,0
3458,533,NE,HOLLADAY,ST,308,97232,63,1
3459,14905,NE,SACRAMENTO,ST,5,97230,8,1
3460,4920,SW,HUMPHREY PARK,CRES,,97221,1,0
3461,2020,SW,MARKET STREET,DR,301,97201,20,1
3462,1400,NW,IRVING,ST,716,97209,192,1
3463,10209,SE,INSLEY,ST,,97266,0,0
3464,1260,NW,Naito,PKWY,AZ501,97209,96,0
3465,5241,N,YALE,ST,,97203,2,2
3466,1920,SW,River,DR,TH101,97201,83,0
3467,2076,NW,JOHNSON,ST,204,97209,15,1
3468,1501,N,HAYDEN ISLAND,DR,#47C,97217,220,0
3469,2810,SE,31,ST,,97202,1,0
3470,3805,SE,NEHALEM,ST,,97202,0,0
3471,14567,NW,Larson,RD,#14,97231,3,0
3472,1221,SW,10TH,AVE,1304,97205,228,1
3473,1400,NW,IRVING,ST,713,97209,192,1
3474,2689,SW,SPRING GARDEN,ST,,97219,1,1
3475,1763,NE,19TH,ST,,97030,1,1
3476,1900,SW,RIVER-THE STRAND,DR,DM804,97201,0,0
3477,7407,N,JORDAN,AVE,,97203,0,0
3478,1033,SW,Gibbs,ST,102,97239,15,1
3479,706,SE,6TH,AVE,,97214,8,7
3480,1900,SW,RIVER-THE STRAND,DR,D705,97201,0,0
3481,1130,NW,12,ST,410,97209,72,0
3482,941,NE,COCHRAN,AVE,,97030,1,1
3483,8627,N,CRAWFORD,ST,,97203,2,2
3484,4280,SW,Corbett,AVE,304,97239,24,1
3485,6541,NE,WYGANT (Fixer),ST,,97218,0,0
3486,1400,NW,IRVING,ST,329,97209,192,1
3487,1258,NW,SHATTUCK,WAY,,97030,31,30
3488,4030,SE,Ivon,ST,4,97202,10,1
3489,118,NW,KING,AVE,43,97210,19,1
3490,1930,SW,RIVER,DR,401,97201,72,1
3491,7870,SE,13TH,AVE,401,97202,14,0
3492,8065,N,IVANHOE,ST,1,97203,12,2
3493,13855,SE,FOSTER,RD,,97236,2,2
3494,1811,NE,MULTNOMAH,ST,,97232,1,1
3495,2046,NW,FLANDERS,ST,2,97209,12,4
3496,1234,SW,18TH,AVE,410,97205,52,1
3497,442,N,HAYDEN ISLAND,DR,,97217,1,0
3498,6034,SW,DICKINSON,ST,,97219,0,0
3499,1420,NW,20TH No. 204,AVE,204,97209,0,0
3500,1205,SW,CARDINELL,DR,607,97201,61,1
3501,1947,SE,MARION,ST,,97202,2,2
3502,7910,SW,31ST,AVE,406,97219,23,1
3503,2008,NE,HANCOCK,ST,,97212,1,1
3504,15715,NE,BEECH,ST,4B,97230,8,1
3505,1500,SW,5TH,AVE,203,97201,160,1
3506,3601,SW,River,PKWY,1508,97239,314,1
3507,900,NE,Francis,ST,57,97030,165,0
3508,15,,SPINOSA,,,97035,0,0
3509,1455,N,Killingsworth,ST,301,97217,68,1
3510,1410,NW,KEARNEY,ST,722,97209,130,1
3511,420,NW,11TH,AVE,909,97209,141,1
3512,1260,NW,NAITO,PKWY,#701,97209,96,0
3513,5414,SW,ORCHID,ST,,97219,0,0
3514,2020,SW,MAIN,ST,401,97205,47,1
3515,2107,SE,148TH,PL,,97233,1,1
3516,18435,NE,GLISAN,ST,,97230,20,20
3517,949,NW,OVERTON,ST,1603,97209,184,1
3518,5033,NE,21ST,AVE,,97211,1,1
3519,2109,NW,Irving,,203,97210,56,1
3520,317,NE,BRYANT,ST,,97211,2,2
3521,411,NW,FLANDERS,ST,507,97209,65,1
3522,16745,SE,DIVISION,ST,#175,97236,304,0
3523,2929,NE,13TH,ST,,97030,1,1
3524,468,N,HAYDEN BAY,DR,,97217,1,1
3525,944,SE,LEXINGTON,ST,,97202,0,0
3526,1920,SW,RIVER-THE STRAND,DR,H 804,97201,0,0
3527,1900,SW,RIVER,DR,C2703,97201,68,0
3528,3601,SW,RIVER,PKWY,1906,97239,314,1
3529,4712,W,POWELL,BLVD,234,97030,10,1
3530,4526,SE,84TH,AVE,,97266,0,0
3531,1620,NE,BROADWAY,ST,532,97232,91,0
3532,1718,NE,11TH,AVE,215,97212,51,1
3533,3601,SW,River,PKWY,1014,97239,314,1
3534,18525,NE,Marine,DR,E-6,97230,136,0
3535,7236,SE,Taylor,ST,,97215,1,1
3536,2829,SE,BELMONT,ST,302,97214,32,1
3537,1500,SW,PARK,AVE,207,97201,136,1
3538,2350,NW,SAVIER,ST,B240,97210,76,1
3539,99,,OSWEGO SMT,,99,97035,0,0
3540,1420,NW,20TH,AVE,,97209,26,26
3541,6216,SE,67th,,,97206,1,1
3542,2919,SE,WOODWARD,ST,8,97202,10,1
3543,2621,SE,105TH,AVE,,97266,0,0
3544,1421,NE,GERTZ,,,97211,1,1
3545,2331,N,MENZIES,CT,,97217,1,1
3546,255,SW,HARRISON,ST,16B,97201,222,1
3547,1410,NW,KEARNEY,ST,721,97209,130,1
3548,1400,NW,IRVING,ST,307,97209,192,1
3549,9177,NW,GERMANTOWN,RD,13,97231,1,0
3550,1125,NW,9th,AVE,332,97209,153,1
3551,3601,SW,River,PKWY,1206,97239,314,1
3552,3601,SW,RIVER,PKWY,1118,97239,314,1
3553,11672,N,Island Cove,,,97217,2,2
3554,1749,N,Jantzen,AVE,,97217,8,8
3555,108,,ASH,AVE,,97060,0,0
3556,1926,W,BURNSIDE,ST,1403,97209,265,1
3557,4300,SW,FAIRVIEW CIRCUS,,,97221,1,0
3558,1220,NE,17TH,AVE,7A,97232,92,1
3559,15045,NE,SACRAMENTO,ST,74,97230,8,1
3560,820,NW,12TH,AVE,514,97209,70,1
3561,3433,,MCNARY,PKWY,805,97035,0,0
3562,2221,SW,1ST,AVE,2522,97201,153,1
3563,15310,SE,STARK,ST,B-1,97233,4,1
3564,773,SW,Crestview,WAY,#65,97060,1,0
3565,821,SE,29TH,AVE,6,97214,8,1
3566,2335,NW,RALEIGH,ST,337,97210,73,1
3567,2931,SE,WOODWARD,ST,11,97202,7,1
3568,949,NW,OVERTON,,1308,97209,184,1
3569,27,,ORIOLE,LN,,97035,0,0
3570,2076,NW,KEARNEY ST,,5,97209,0,0
3571,311,NW,12TH,AVE,804,97209,63,1
3572,1221,SW,10TH,AVE,605,97205,228,1
3573,3601,SW,RIVER,PKWY,1018,97239,314,1
3574,5738,SW,CORBETT,AVE,,97239,0,0
3575,2336,SW,OSAGE,ST,203,97205,88,1
3576,731,SW,KING,AVE,15,97205,18,1
3577,15420,NE,KNOTT,ST,22,97230,27,1
3578,1930,SW,RIVER,DR,1002,97201,72,1
3579,6900,SE,85TH,AVE,,97266,0,0
3580,235,SW,SEYMOUR,CT,,97239,1,1
3581,810,NW,NAITO,PKWY,F5,97209,24,0
