search_id,street_no,street_dir,street,street_typ,unit_no,zip,results_num,possible_matches_num
537,14974,SE,CARUTHERS,CT,,97233,1,1
538,15530,NE,KNOTT,ST,39,97230,28,1
539,361,NE,VILLAGE SQUIRE,AVE,,97030,9,9
540,7924,SE,Salmon,ST,,97215,1,1
541,1616,SW,HARBOR,WAY,502,97201,53,1
542,841,SW,GAINES,ST,305,97239,220,1
543,7517,N,LEAVITT,AVE,6-Apr,97203,1,0
544,1920,SW,RIVER DR E301,DR,301,97201,0,0
545,11940,SW,34th,AVE,,97219,1,1
546,4724,NE,68TH,AVE,,97218,1,1
547,1926,W,BURNSIDE,ST,312,97209,265,1
548,735,SW,SUNSET,WAY,,97060,1,1
549,,SE,135TH,AVE,,97233,0,0
550,1221,SW,10th Ave Unit 1001,,1001,97204,0,0
551,7604,N,Washburne,ST,,97217,1,0
552,310,NW,UPTOWN,TER,2B,97210,8,1
553,1616,SW,HARBOR,WAY,503,97201,53,1
554,7848,SW,31ST,AVE,,97219,1,1
555,7112,N,RICHMOND,AVE,7,97203,14,1
556,12940,NW,MARINA,WAY,5-E,97231,46,0
557,3821,N,GANTENBEIN,AVE,,97227,2,2
558,937,NW,GLISAN,ST,1434,97209,131,1
559,1619,SW,MONTGOMERY,ST,,97201,1,1
560,16945,SE,MARKET,ST,,97233,1,1
561,18526,NE,WASCO,ST,,97230,1,1
562,1260,NW,NAITO,PKWY,901,97209,96,1
563,2350,NW,SAVIER,ST,B302,97210,76,1
564,311,NW,12TH,AVE,901,97209,63,1
565,1630,SW,HARBOR,WAY,403,97201,20,1
566,9310,N,SAINT JOHNS,AVE,,97203,1,0
567,729,NW,WESTOVER,TER,,97210,1,1
568,1509,NE,10TH,AVE,300,97232,30,1
569,1926,W,Burnside,,1304,97209,265,1
570,1220,NE,17TH,AVE,9B,97232,92,1
571,3528,SE,62ND,AVE,,97206,0,0
572,531,N,Bridgeton,RD,1,97217,29,7
573,1132,SW,19TH   - 608,AVE,608,97205,0,0
574,420,NW,11TH,AVE,820,97209,141,1
575,4663,NE,KILLINGSWORTH,ST,C,97218,4,1
576,200,SW,FLORENCE,AVE,G-17,97080,135,0
577,9251,SE,CLINTON,ST,302,97266,6,1
578,606,NW,NAITO,PKWY,A5,97209,25,1
579,5150,SW,LANDING,DR,105B,97239,37,1
580,8508,SE,GLENWOOD,ST,,97266,0,0
581,3240,NE,33RD,AVE,,97212,0,0
582,2211,SW,PARK,PL,1003,97205,42,1
583,7932,SE,TIBBETTS,ST,,97206,1,1
584,922,NW,11TH,AVE,1105,97209,140,1
585,2351,NW,WESTOVER,RD,707,97210,112,1
586,1920,SW,RIVER-THE STRAND,DR,106,97201,0,0
587,10217,NW,JACK,LN,91,97229,1,1
588,1455,N,Killingsworth,ST,219,97217,68,1
589,6600,SE,DIVISION,ST,103,97206,28,1
590,21619,SE,Ella,LN,,97024,0,0
591,14859,NE,SACRAMENTO,ST,133,97230,8,1
592,836,SW,CURRY,ST,2100,97239,91,1
593,130,SE,119TH,AVE,9,97216,1,1
594,3601,SW,RIVER,PKWY,1606,97239,314,1
595,15530,NE,KNOTT,ST,35,97230,28,1
596,1811,NW,Couch,,507,97209,57,1
597,411,NW,FLANDERS,ST,501,97209,65,1
598,3725,SE,42nd,,,97206,2,1
599,3321,NE,162ND,AVE,,97230,1,1
600,2436,NW,Westover,,W101,97210,7,0
601,1920,SW,River Dr.,DR,TH107,97201,0,0
602,1320,SW,HALL,ST,204,97201,16,1
603,2083,NW,JOHNSON,ST,32,97209,43,1
604,2733,NE,BRYANT,ST,,97211,0,0
605,2630,N,Hayden Island,DR,17,97217,103,0
606,1616,SW,HARBOR,WAY,,97201,53,53
607,2010,NE,HANCOCK,ST,,97212,1,1
608,19175,SE,YAMHILL,ST,,97233,3,3
609,250,NE,Tomahawk,DR,,97217,51,0
610,841,SW,Gaines,ST,319,97239,220,1
611,323,NW,13th,AVE,409,97209,16,1
612,5139,N,LOMBARD,ST,,97203,26,26
613,1803,NE,Buffalo,,,97211,1,1
614,2335,NW,RALEIGH,ST,403,97210,73,1
615,836,SW,CURRY,ST,1308,97239,91,1
616,3433,,MCNARY,PKWY,405,97035,0,0
617,8560,N,CENTRAL,ST,19-4,97203,1,1
618,1914,SE,Hemlock,AVE,,97214,2,1
619,3430,NE,75TH,AVE,,97213,0,0
620,300,NW,8TH,AVE,303,97209,74,1
621,6100,SW,Radcliff,ST,,97035,1,0
622,2931,SE,WOODWARD,ST,9,97202,7,1
623,434,NE,69TH,AVE,,97213,0,0
624,4822,N,WILLIAMS,AVE,,97217,0,0
625,14991,SE,GRANT,CT,,97233,1,1
626,1602,NW,RIVERSCAPE,ST,,97209,2,1
627,3601,SW,RIVER,PKWY,2110,97239,314,1
628,8414,NE,BROADWAY,ST,,97220,1,0
629,7555,N,EDGEWATER,AVE,,97203,1,0
630,50,,Aquinas,,,97035,0,0
631,420,NW,11TH,AVE,911,97209,141,1
632,152,SE,73RD,AVE,,97215,1,1
633,949,NW,Overton,,1206,97209,184,1
634,2351,NW,WESTOVER,RD,202,97210,112,1
635,3925,SW,MULTNOMAH,BLVD,102,97219,18,1
636,13518,SE,BUSH,ST,3,97236,1,0
637,836,SW,CURRY,ST,900,97239,91,1
638,2024,SW,HOWARDS,WAY,407,97201,31,2
639,1627,SE,BELMONT,ST,,97214,0,0
640,2109,NW,IRVING,ST,302,97210,56,1
641,9854,NW,JUSTUS,LN,,97229,1,1
642,1949,SE,PALMQUIST,RD,#31,97080,245,0
643,5901,SW,GARDEN HOME,RD,,97219,3,2
644,1310,NW,NAITO,PKWY,105,97209,106,1
645,820,NW,12TH,AVE,222,97209,70,1
646,8712,N,DECATUR (Unit 403),ST,403,97203,0,0
647,3601,SW,River,PKWY,604,97239,314,1
648,709,SW,16TH,AVE,105,97205,56,1
649,316,,CERVANTES,CIR,12D,97035,0,0
650,45,,EAGLE CREST,DR,510,97035,0,0
651,3630,SE,NEHALEM,ST,,97202,0,0
652,8424,SE,9TH,AVE,,97202,0,0
653,2555,NW,SAVIER,ST,10,97210,19,1
654,9837,NE,IRVING,ST,315,97220,25,1
655,46,SW,ORIOLE,LN,,97035,0,0
656,420,NW,11TH,AVE,708,97209,141,1
657,14978,SE,CARUTHERS,CT,,97233,1,1
658,8440,SE,60TH,AVE,,97206,0,0
659,1304,SE,ASH,ST,#A,97214,10,0
660,820,NW,12TH,AVE,318,97209,70,1
661,1314,NW,IRVING,ST,402,97209,240,1
662,10020,SE,MOUNT SCOTT,BLVD,,97266,0,0
663,1920,SW,River Dr. The Strand,DR,K1106,97201,0,0
664,1025,NW,COUCH ST 617,ST,617,97209,0,0
665,3601,SW,RIVER,PKWY,213,97239,314,1
666,12032,SE,TIBBETTS,ST,,97266,0,0
667,2141,NW,DAVIS,ST,501,97210,22,1
668,3473,SW,BARBUR,BLVD,7,97239,9,1
669,5209,SE,STARK,ST,,97215,0,0
670,5149,NE,DAVIS,ST,,97213,1,1
671,2211,SW,1ST,AVE,1501,97201,97,1
672,28,SE,28th,AVE,307,97214,33,1
673,841,SW,Gaines,ST,616,97239,220,1
674,4956,NE,9TH,AVE,5,97211,20,2
675,311,NW,12TH,AVE,304,97209,63,1
676,2335,N,MARINE,DR,#1,97217,43,0
677,1903,NE,WEIDLER,ST,,97232,5,5
678,3570,SW,RIVER,PKWY,513,97239,151,1
679,23135,NE,ARATA,RD,,97060,1,1
680,320,NW,UPTOWN,TER,4B,97210,9,1
681,311,NW,12TH,AVE,703,97209,63,1
682,1509,NE,10TH,AVE,207,97232,30,1
683,1719,NW,IRVING,ST,,97209,1,1
684,3525,NE,50th,AVE,310,97213,25,1
685,1503,N,Hayden Island,DR,#13,97230,375,0
686,223,SW,COLUMBIA,AVE,,97201,5,0
687,7610,N,CHATHAM,AVE,,97217,0,0
688,1025,NW,COUCH,ST,811,97209,136,1
689,722,NW,24TH,AVE,201,97210,20,1
690,1920,SW,River Dr.,DR,K 806,97201,0,0
691,1005,SW,PARK,AVE,802,97205,59,1
692,709,SW,16TH,AVE,102,97205,56,1
693,12026,SE,Bush,ST,B,97266,5,0
694,1221,SW,10TH,AVE,1705,97205,228,1
695,857,NE,FLEMING,AVE,B13,97030,1,0
696,1310,NW,NAITO,PKWY,102,97209,106,1
697,1400,NW,IRVING,ST,725,97209,192,1
698,7835,SE,92ND,AVE,3,97266,32,4
699,5156,SW,MULTNOMAH,BLVD,A-1,97219,12,0
700,879,NE,90TH,AVE,,97220,1,1
701,1030,NW,12TH,AVE,505,97209,178,1
702,12619,SE,DIVISION,ST,A,97236,3,1
703,740,NE,93,,,97220,1,0
704,7135,N,CAMPBELL,AVE,,97217,0,0
705,7910,SW,31ST,AVE,204,97219,23,1
706,87,,OSWEGO SMT,,,97035,0,0
707,1255,NW,9TH [Unit 503],AVE,503,97209,0,0
708,4513,SE,41ST,AVE,,97202,1,0
709,7230,NE,42nd Avenue,,,97218,0,0
710,5709,NE,AINSWORTH,ST,,97218,0,0
711,217,NE,146TH,AVE,34,97230,46,1
712,413,NW,UPTOWN,TER,1-B,97210,6,0
713,317,SE,162ND,AVE,302,97233,1,1
714,725,NW,FLANDERS,ST,305,97209,65,1
715,3601,SW,River,PKWY,2406,97239,314,1
716,12026,SE,BUSH,ST,B,97266,5,0
717,726,NW,11TH,AVE,206,97209,33,1
718,3601,SW,River,PKWY,1504,97239,314,1
719,2708,SE,138TH,AVE,38,97236,8,1
720,429,N,Bridgeton,RD,#10,97217,71,0
721,2184,NW,KEARNEY,ST,,97210,3,3
722,325,NE,GRAHAM,ST,6,97212,10,1
723,9251,SE,CLINTON,ST,303,97266,6,1
724,173,NE,BRIDGETON,RD,21,97211,96,3
725,1001,NW,Lovejoy,ST,1501,97209,129,1
726,17567,NW,Sauvie Island,,#44,97231,0,0
727,1420,SE,POWELL,BLVD,,97202,9,9
728,255,SW,HARRISON,ST,22A,97201,222,1
729,949,NW,OVERTON,ST,1306,97209,184,1
730,8433,SE,CLATSOP,ST,,97266,0,0
731,1900,SW,RIVER,DR,C1706,97201,68,0
732,900,NE,FRANCIS,AVE,88,97030,165,1
733,28,SE,28th,AVE,301,97214,33,1
734,2947,SE,HAWTHORNE,BLVD,,97214,1,1
735,707,N,HAYDEN ISLAND,DR,422,97217,90,0
736,15530,NE,KNOTT,ST,32,97230,28,1
737,3570,SW,RIVER,PKWY,2403,97239,151,1
738,3601,SW,River,PKWY,1918,97239,314,1
739,16745,SE,DIVISION,ST,#138,97236,304,0
740,8643,N,CRAWFORD,ST,,97203,2,2
741,25000,NW,St. Helens,RD,FP-8S,97231,32,0
742,18305,NE,Marine,DR,B5,97230,28,0
743,11744,SE,FOSTER,RD,102,97266,10,1
744,1025,NW,COUCH,ST,814,97209,136,1
745,14848,SE,CARUTHERS,CT,,97233,1,1
746,23946,NW,St. Helens,,L-20,97231,3,0
747,149,SE,52ND,AVE,,97215,1,1
748,16000,SE,POWELL,BLVD,#13,97236,158,0
749,1900,SW,River Dr. The Strand,DR,A 301,97201,0,0
750,1302,NE,TILLAMOOK,ST,,97212,2,2
751,333,NW,9TH,AVE,#804,97209,185,0
752,836,SW,CURRY,ST,1100,97239,91,1
753,1900,SW,RIVER,DR,PH- S,97201,68,0
754,9572,N,BURR,AVE,,97203,0,0
755,6609,SE,RAMONA,ST,,97206,0,0
756,3442,NE,38TH,AVE,,97212,1,1
757,9230,SE,DIVISION,ST,208,97266,9,1
758,1845,N,Jantzen,AVE,row O,97217,4,0
759,8135,SE,MILL,ST,,97215,1,1
760,1030,NW,JOHNSON,ST,608,97209,68,1
761,6025,SE,MALDEN,ST,,97206,0,0
762,810,NW,NAITO,PKWY,,97209,24,24
763,3644,SE,BELMONT,ST,,97214,1,1
764,2351,NW,Westover,RD,808,97210,112,1
765,1015,NE,90TH,AVE,C,97220,4,1
766,1324,SW,CORBETT HILL,CIR,,97219,1,1
767,5300,SW,LANDING,SQ,10-A,97239,8,1
768,1221,SW,10TH,AVE,606,97205,228,1
769,18525,NE,Marine,DR,D3,97229,136,0
770,1827,SE,122nd,AVE,,97216,2,0
771,667,NE,162ND,AVE,,97230,1,1
772,333,NW,9TH,AVE,815,97209,185,1
773,12,,MORNINGVIEW,LN,,97035,0,0
774,1348,SW,CUSTER,DR,,97219,1,1
775,1224,SE,BELMONT,ST,,97214,3,2
776,111,SW,HARRISON,ST,7H,97201,170,1
777,1220,NE,17TH AVENUE 10E,,10E,97232,0,0
778,2454,NW,Westover,RD,A 204,97210,30,0
779,1505,SE,22ND,AVE,3,97214,5,1
780,2350,NW,SAVIER,ST,412,97210,76,1
781,45,,EAGLE CREST,DR,119,97035,0,0
782,10810,SW,61st,,,97219,1,1
783,2156,NW,16TH,AVE,,97209,1,1
784,1125,NW,9TH,AVE,204,97209,153,1
785,2015,NW,FLANDERS,ST,303,97209,72,1
786,1221,SW,10TH,AVE,205,97205,228,1
787,1001,NW,LOVEJOY,ST,601,97209,129,1
788,196,SE,Spokane,ST,203,97202,40,1
789,12595,SE,MAIN,ST,,97233,1,1
790,1633,SE,Washington,ST,,97214,1,1
791,2160,NW,FLANDERS,ST,,97210,1,1
792,5170,SW,LANDING,DR,104,97239,18,1
793,413,NW,21st,ST,,97209,6,0
794,1728,NW,29TH,AVE,,97210,0,0
795,5919,NE,10TH,AVE,,97211,2,2
796,1410,NW,KEARNEY,ST,826,97209,130,1
797,900,NE,81ST,AVE,212,97213,62,1
798,3744,NW,Devoto,LN,,97229,1,1
799,707,N,HAYDEN ISLAND,DR,326,97217,90,0
800,408,NW,12TH,AVE,412,97209,81,1
801,4511,NE,90TH,AVE,,97220,1,1
802,3925,SW,MULTNOMAH,BLVD,205,97219,18,1
803,2109,NW,Irving,,305,97209,56,0
804,2166,NE,SCHUYLER,ST,1,97212,3,1
805,1535,SW,Clay,ST,230,97201,67,1
806,1133,NW,11TH,AVE,611,97209,66,1
807,710,NW,NAITO,PKWY,C-17,97209,21,0
808,24008,NE,TREEHILL,DR,,97060,1,1
809,8216,N,EDISON,ST,2,97203,6,1
810,7014,SE,28th,AVE,,97202,1,1
811,1422,SE,30TH,AVE,,97214,1,1
812,11833,SE,BOISE,ST,,97266,1,1
813,159,SW,FLORENCE AVENUE D19,,,97050,0,0
814,271,N,HAYDEN BAY,DR,,97217,1,1
815,7424,SE,HENDERSON,ST,,97206,2,2
816,2309,SW,1ST,AVE,2143,97201,114,1
817,2127,NW,IRVING,ST,102,97210,24,1
818,900,NE,FRANCIS,AVE,49,97030,165,2
819,420,NW,11TH,AVE,1005,97209,141,1
820,18528,NE,WASCO,ST,,97230,1,1
821,1500,SW,5TH,AVE,704,97201,160,1
822,1120,NE,82ND,AVE,,97220,10,8
823,200,SW,FLORENCE,AVE,E9,97080,135,1
824,12817,SE,STARK,ST,,97233,1,1
825,7335,N,GREELEY,AVE,,97217,0,0
826,4498,SW,Semler,WAY,,97221,0,0
827,937,NW,GLISAN,ST,1134,97209,131,1
828,10223,NW,WILSHIRE,LN,37,97229,1,1
829,1306,NE,ROSELAWN,ST,,97211,2,2
830,10424,SE,CLINTON,ST,,97266,0,0
831,20,NW,16TH,AVE,,97209,73,73
832,7506,N,BURLINGTON,AVE,,97203,1,1
833,2350,NW,SAVIER,ST,410,97210,76,1
834,14851,NE,SACRAMENTO,ST,127,97230,8,1
835,2027,N,JANTZEN,,,97217,3,3
836,311,,CERVANTES,CIR,,97035,0,0
837,2637,N,KILLINGSWORTH,ST,,97217,0,0
838,5926,SW,RIVERIDGE,LN,,97239,1,1
839,12607,SE,FOSTER,RD,2,97236,4,0
840,2083,NW,JOHNSON,ST,64,97209,43,1
841,112,SE,73RD,AVE,112,97215,1,1
842,4402,NE,EMERSON,ST,,97218,2,2
843,4134,NW,DE VOTO,LN,,97229,1,0
844,14308,NE,SANDY,BLVD,29,97230,55,1
845,3425,SW,BARBUR,BLVD,5,97239,12,1
846,935,SE,16TH,AVE,# 9,97214,5,0
847,5111,NE,HALSEY,ST,,97213,1,1
848,8020,N,BURLINGTON,AVE,,97203,1,1
849,333,NW,9TH,AVE,1008,97209,185,1
850,673,NE,162ND,AVE,B304,97230,1,0
851,1025,NW,COUCH,ST,1215,97209,136,1
852,129,SE,HOGAN,RD,,97080,1,1
853,3433,,MCNARY,PKWY,504,97035,0,0
854,3601,SW,RIVER,PKWY,1518,97239,314,1
855,5110,SW,LANDING,DR,#205,97239,19,0
856,6836,SE,76th,AVE,,97206,1,1
857,6316,SE,TOLMAN,ST,,97206,0,0
858,719,SE,33RD,PL,9,97214,1,1
859,55,NE,VILLAGE SQUIRE,AVE,14,97030,17,1
860,4280,SW,CORBETT,AVE,304,97239,24,1
861,2454,NW,Westover,RD,A 107,97210,30,0
862,1410,NW,KEARNEY,ST,618,97209,130,1
863,2738,SE,Pine,ST,,97214,2,2
864,1500,SW,5TH,AVE,2501,97201,160,1
865,2530,SE,26th,AVE,403,97202,30,1
866,2076,NW,Johnson,ST,303,97209,15,1
867,1500,SW,5TH,AVE,2102,97201,160,1
868,16637,SE,Naegeli,DR,,97236,1,1
869,711,NE,RANDALL,AVE,301,97232,21,1
870,243,N,HAYDEN BAY,DR,,97217,1,1
871,838,SE,38TH,AVE,207,97214,28,1
872,1930,SW,RIVER DR W 105,DR,105,97201,0,0
873,3601,SW,RIVER,PKWY,1904,97239,314,1
874,1714,NW,COUCH,ST,12,97209,23,1
875,5009,N,YALE,ST,,97203,0,0
876,4810,SW,2ND,AVE,,97239,1,0
877,1034,SE,FRANKLIN,ST,,97202,0,0
878,2309,SW,1ST,AVE,541,97201,114,1
879,420,NW,11TH,AVE,619,97209,141,1
880,1104,SW,COLUMBIA,ST,404,97201,29,1
881,1221,SW,10TH,AVE,402,97205,228,1
882,3127,SE,KELLY-ClintonArea-,ST,,97202,0,0
883,707,N,HAYDEN ISLAND,DR,308,97217,90,0
884,3201,NE,223RD,AVE,66,97024,131,2
885,3601,SW,RIVER,PKWY,2006,97239,314,1
886,14811,NE,SACRAMENTO,ST,96,97230,8,1
887,2023,NW,VILLAGE,CIR,,97229,1,1
888,920,NW,NAITO,PKWY,J-21,97209,24,1
889,541,SE,128th,,,97233,2,2
890,810,NW,Naito,PKWY,f20,97209,24,0
891,217,NE,146TH,AVE,2,97230,46,11
892,2301,N,Menzies,DR,,97217,1,1
893,23716,NW,St. Helens,RD,,97231,5,0
894,3028,SE,50TH,AVE,,97206,0,0
895,45,,EAGLE CREST,DR,204,97035,0,0
896,1420,NW,LOVEJOY,ST,524,97209,205,1
897,1853,N,Jantzen,AVE,,97217,2,2
898,8003,SW,47th,AVE,,97219,2,2
899,615,NE,CHURCH,ST,8,97211,1,1
900,11130,NE,KNOTT,ST,,97220,2,2
901,7124,N,RICHMOND,AVE,,97203,0,0
902,724,SE,16TH,AVE,,97214,3,1
903,5602,SW,RIVERSIDE,LN,9,97239,10,1
904,4226,SE,GLENWOOD,ST,,97206,0,0
905,1030,NW,JOHNSON,ST,421,97209,68,1
906,547,NE,JESSUP,ST,,97211,2,2
907,3601,SW,RIVER,PKWY,1614,97239,314,1
908,836,SW,CURRY,ST,302,97239,91,1
909,1500,SW,11TH,AVE,,97201,146,145
910,2221,SW,1ST,AVE,1421,97201,153,1
911,722,NW,24TH,AVE,106,97210,20,1
912,23756,NW,ST HELENS,RD,M-20,97231,3,0
913,9181,NW,GERMANTOWN,RD,,97231,1,1
914,111,SW,HARRISON,ST,16c,97201,170,1
915,5931,SW,HAMILTON,ST,,97221,0,0
916,6074,SW,RIVERPOINT,LN,,97239,1,1
917,1632,NW,RIVERSCAPE,ST,51 H,97209,2,0
918,414,SW,EASTMAN,PKWY,,97080,1,1
919,629,NE,FLEMING,AVE,,97030,1,1
920,909,NE,BRAZEE,ST,9,97212,17,1
921,400,NE,100TH,AVE,211,97220,106,1
922,406,SE,89TH,AVE,,97216,0,0
923,420,NW,11TH,AVE,506,97209,141,1
924,6,SW,PALATINE HILL,RD,,97219,1,0
925,841,SW,Gaines,ST,105,97239,220,1
926,2021,SW,MAIN,ST,22,97205,56,1
927,2915,NE,Marine,DR,,97211,108,108
928,3601,SW,River,PKWY,1114,97239,314,1
929,1500,SW,5TH,AVE,1202,97201,160,0
930,3805,SE,31ST,AVE,,97202,1,1
931,1220,NE,17TH,AVE,14D,97232,92,1
932,710,NW,NAITO (WATERFRONT),PKWY,C 22,97209,0,0
933,2391,SW,CEDAR,ST,,97205,1,1
934,1221,SW,10TH,AVE,1406,97205,228,1
935,2209,SE,BYBEE,BLVD,,97202,2,2
936,2015,NW,FLANDERS,ST,314,97209,72,1
937,1436,NE,21st,AVE,26,97232,3,1
938,1620,NE,Broadway,,317,97232,91,0
939,2285,N,BROUGHTON,DR,,97217,2,2
940,1919,SE,94TH,AVE,,97216,1,1
941,3108,N,WILLIAMS,AVE,,97227,2,2
942,1254,NE,HOGAN,DR,,97030,1,1
943,3601,SW,RIVER,PKWY,1908,97239,314,1
944,2083,NW,JOHNSON,ST,61,97209,43,1
945,2943,NE,RENE,AVE,13A,97030,1,0
946,6643,NW,Meridian Ridge,DR,L#15,97210,1,0
947,1221,SW,10TH,AVE,308,97205,228,1
948,1411,N,ALBERTA,ST,11,97217,13,1
949,2141,NW,DAVIS,ST,504,97210,22,1
950,196,SE,SPOKANE,ST,102,97202,40,1
951,1019,NE,68TH,AVE,,97213,2,2
952,311,NW,12TH,AVE,902,97209,63,1
953,1616,SW,HARBOR,WAY,309,97201,53,1
954,111,SW,HARRISON,ST,9A,97201,170,1
955,20,NW,16TH,AVE,401,97209,73,1
956,5200,SE,132ND,AVE,1,97236,30,12
957,9838,NW,JUSTUS,LN,,97229,1,1
958,2980,NE,DIVISION,ST,4,97030,142,26
959,520,NE,91ST,,,97220,1,1
960,4678,NE,116TH,AVE,,97220,2,2
961,12327,SE,FOSTER,RD,,97236,2,0
962,2172,SW,PARK,PL,,97205,8,8
963,2245,SW,PARK,PL,4C,97205,38,1
964,913,SE,MARION,ST,9,97202,2,1
965,5150,SW,LANDING,DR,310B2,97239,37,1
966,12627,SE,DIVISION,ST,B,97236,3,1
967,709,SW,16TH,AVE,308,97205,56,1
968,17440,NE,GLISAN,ST,1,97230,2,1
969,2630,N,Hayden Is,DR,34,97217,103,3
970,2148,NW,16TH,AVE,A124,97209,1,0
971,3343,NE,162ND,AVE,,97230,1,1
972,1920,SW,RIVER,DR,901,97201,83,1
973,3570,SW,RIVER,PKWY,1707,97239,151,1
974,1205,SW,CARDINELL,DR,608,97201,61,1
975,1400,NW,IRVING,ST,516,97209,192,1
976,1114,NE,Tillamook,,2,97212,2,0
977,3601,SW,RIVER,PKWY,2707,97239,314,1
978,11730,SE,SALMON,ST,,97216,0,0
979,1500,SW,5TH,AVE,1405,97201,160,1
980,2307,NW,STIMPSON,LN,,97229,1,1
981,2700,SE,138TH,AVE,1,97236,10,2
982,1125,NW,9TH,AVE,227,97209,153,1
983,6088,SW,RIVERPOINT,LN,,97239,1,1
984,3805,SE,HARRISON,ST,,97214,0,0
985,1133,NW,11TH,AVE,,97209,66,66
986,88,,OSWEGO SMT,,,97035,0,0
987,3142,SW,Dolph,CT,E,97219,2,0
988,7836,SW,31ST,AVE,,97219,3,3
989,4916,SE,122ND,AVE,,97236,1,1
990,1900,NW,27TH,AVE,,97210,5,4
991,7730,N,DECATUR,ST,,97203,0,0
992,1500,SW,SKYLINE,BLVD,7,97221,28,1
993,129,SE,52ND,AVE,,97215,1,1
994,1641,,ENGLEWOOD,DR,,97034,0,0
995,1040,NW,NAITO,PKWY,O-1,97209,17,8
996,1930,SW,RIVER-THE STRAND,,103,97201,0,0
997,2127,NW,IRVING,ST,205,97210,24,1
998,1926,W,Burnside,,1504,97209,265,1
999,20,NW,16TH,AVE,312,97209,73,1
1000,1714,NW,COUCH,ST,20,97209,23,1
1001,1001,NW,LOVEJOY,,410,97209,129,1
1002,2632,NE,201ST,AVE,3,97024,74,20
1003,1258,NW,Shattuck,WAY,103,97030,31,1
1004,1022,NW,MARSHALL,,290,97209,22,1
1005,8827,SE,Henderson,ST,,97266,1,1
1006,1132,SW,19TH,AVE,905,97205,87,1
1007,1535,SW,CLAY,ST,324,97201,67,1
1008,317,SE,146TH,AVE,23,97233,1,1
1009,10,,SUMMIT RIDGE,CT,,97035,0,0
1010,1011,NW,GLISAN,ST,204,97209,15,1
1011,1725,SW,PALATINE HILL,RD,,97219,1,1
1012,940,NW,NAITO,PKWY,L-5,97209,16,1
1013,9810,SW,34TH,PL,1,97219,8,1
1014,3246,SW,Cascade,TER,,97205,1,1
1015,3424,SE,CLAYBOURNE,ST,,97202,1,1
1016,3206,NE,Dekum,ST,,97211,3,3
1017,416,NW,13TH,AVE,314,97209,96,1
1018,2221,SW,1ST,AVE,924,97201,153,1
1019,2403,SW,GREENWOOD,RD,,97219,1,1
1020,707,N,HAYDEN ISLAND,DR,425,97217,90,0
1021,3601,SW,River,PKWY,1204,97239,314,1
1022,2334,SE,OAK,ST,,97214,0,0
1023,1825,SW,ELM,ST,3,97201,7,1
1024,1926,W,Burnside,,913,97209,265,1
1025,221,SW,Vermont,ST,,97239,1,1
1026,1511,NE,Holman,ST,,97211,1,1
1027,2323,SW,PARK,PL,303A,97205,1,0
1028,5530,NE,7TH  Unit 2,AVE,2,97211,0,0
1029,2335,NW,RALEIGH,ST,229,97210,73,1
1030,8035,N,LEAVITT,AVE,,97203,1,1
1031,,NE,238th,DR,,97060,0,0
1032,333,NW,9TH,AVE,604,97209,185,1
1033,1468,NE,ALBERTA,ST,,97211,3,2
1034,3251,SW,Wonderview (1- 2811),AVE,,97080,0,0
1035,1900,SW,River,DR,B 802,97201,68,0
1036,2638,SW,Buckingham,AVE,,97201,1,1
1037,1535,SW,Clay,ST,229,97201,67,1
1038,742,NW,WESTOVER,SQ,,97210,1,1
1039,2798,SE,81ST,AVE,,97206,1,1
1040,1876,,Wonderview,,,97030,0,0
1041,618,NW,12TH,AVE,310,97209,59,1
1042,16000,SE,POWELL,BLVD,33,97236,158,2
1043,4720,SE,65TH,AVE,,97206,1,1
1044,385,N,HAYDEN BAY,DR,,97217,1,1
1045,196,SE,SPOKANE,ST,305,97202,40,1
1046,937,NW,GLISAN,ST,1333,97209,131,1
1047,704,N,TOMAHAWK ISLAND,DR,,97217,1,0
1048,1800,NE,"17TH, 7",AVE,7,97212,0,0
1049,2538,NW,THURMAN,ST,404,97210,17,1
1050,1500,SW,11TH,AVE,1603,97201,146,1
1051,1800,NE,19TH,ST,,97030,1,1
1052,4924,SE,KNAPP,ST,,97206,0,0
1053,1025,SE,MALDEN,ST,,97202,0,0
1054,37120,E,HISTORIC COLUMBIA RI,HWY,,97019,0,0
1055,14952,SE,CARUTHERS,CT,,97233,1,1
1056,1914,SE,HAROLD,ST,,97202,0,0
1057,1260,NW,NAITO,PKWY,307,97209,96,1
1058,1420,NW,LOVEJOY,ST,706,97209,205,1
1059,655,NW,BURNSIDE,RD,,97030,34,34
1060,54,,CERVANTES,CIR,,97035,0,0
1061,4851,SE,3rd,CT,,97080,1,1
1062,1133,NE,39TH,AVE,,97232,1,1
1063,14951,SE,GRANT,CT,,97233,1,1
1064,1926,W,Burnside,,906,97209,265,1
1065,1025,NW,COUCH,ST,911,97209,136,1
1066,6305,SE,84TH,AVE,,97266,0,0
1067,1039,N,Shaver,ST,,97227,1,1
1068,6130,NE,Sandy,BLVD,,97216,0,0
1069,18546,NE,WASCO,ST,,97230,1,1
1070,2211,SW,1st,AVE,1001,97201,97,1
1071,610,SW,NEVADA,ST,D,97219,8,1
1072,1125,NW,9TH,AVE,301,97209,153,1
1073,1221,SW,10TH,AVE,1514,97205,228,1
1074,9187,NW,GERMANTOWN,RD,,97231,1,1
1075,1623,SW,MONTGOMERY,ST,,97201,2,2
